Store_ID,Brand,Week,Item,Quantity_Purchased,Unit_Cost,Total_Cost,Ideal_Usage,Variance
1025,Coastal Catch,2022-03-28,Tartar Sauce,38,2.5,95.0,25,13
1025,Coastal Catch,2022-03-28,Buns,79,3.82,301.78,82,-3
1025,Coastal Catch,2022-03-28,Coleslaw,117,6.4,748.8,106,11
1025,Coastal Catch,2022-03-28,Lemon,193,7.93,1530.49,187,6
1025,Coastal Catch,2022-04-04,Cod Fillet,187,3.84,718.08,180,7
1025,Coastal Catch,2022-04-04,Tartar Sauce,123,9.45,1162.35,109,14
1025,Coastal Catch,2022-04-04,Buns,63,2.47,155.61,65,-2
1025,Coastal Catch,2022-04-04,Coleslaw,180,6.14,1105.2,171,9
1025,Coastal Catch,2022-04-04,Lemon,71,3.18,225.78,63,8
1025,Coastal Catch,2022-04-11,Cod Fillet,108,4.23,456.84,100,8
1025,Coastal Catch,2022-04-11,Tartar Sauce,155,4.8,744.0,144,11
1025,Coastal Catch,2022-04-11,Buns,180,8.42,1515.6,180,0
1025,Coastal Catch,2022-04-11,Coleslaw,169,7.66,1294.54,171,-2
1025,Coastal Catch,2022-04-11,Lemon,114,1.57,178.98,107,7
1025,Coastal Catch,2022-04-18,Cod Fillet,137,2.35,321.95,137,0
1025,Coastal Catch,2022-04-18,Tartar Sauce,139,3.89,540.71,126,13
1025,Coastal Catch,2022-04-18,Buns,195,5.38,1049.1,200,-5
1025,Coastal Catch,2022-04-18,Coleslaw,131,7.08,927.48,129,2
1025,Coastal Catch,2022-04-18,Lemon,175,9.62,1683.5,176,-1
1025,Coastal Catch,2022-04-25,Cod Fillet,135,8.61,1162.35,136,-1
1025,Coastal Catch,2022-04-25,Tartar Sauce,31,1.66,51.46,34,-3
1025,Coastal Catch,2022-04-25,Buns,124,7.35,911.4,119,5
1025,Coastal Catch,2022-04-25,Coleslaw,135,8.3,1120.5,121,14
1025,Coastal Catch,2022-04-25,Lemon,26,6.25,162.5,14,12
1025,Coastal Catch,2022-05-02,Cod Fillet,101,6.35,641.35,105,-4
1025,Coastal Catch,2022-05-02,Tartar Sauce,185,9.12,1687.2,180,5
1025,Coastal Catch,2022-05-02,Buns,112,7.58,848.96,111,1
1025,Coastal Catch,2022-05-02,Coleslaw,59,8.35,492.65,49,10
1025,Coastal Catch,2022-05-02,Lemon,93,1.68,156.24,97,-4
1025,Coastal Catch,2022-05-09,Cod Fillet,81,2.08,168.48,86,-5
1025,Coastal Catch,2022-05-09,Tartar Sauce,159,4.83,767.97,159,0
1025,Coastal Catch,2022-05-09,Buns,61,3.77,229.97,57,4
1025,Coastal Catch,2022-05-09,Coleslaw,157,5.44,854.08,144,13
1025,Coastal Catch,2022-05-09,Lemon,167,5.73,956.91,164,3
1025,Coastal Catch,2022-05-16,Cod Fillet,55,2.87,157.85,49,6
1025,Coastal Catch,2022-05-16,Tartar Sauce,108,7.66,827.28,111,-3
1025,Coastal Catch,2022-05-16,Buns,136,6.08,826.88,135,1
1025,Coastal Catch,2022-05-16,Coleslaw,168,7.35,1234.8,158,10
1025,Coastal Catch,2022-05-16,Lemon,104,5.85,608.4,96,8
1025,Coastal Catch,2022-05-23,Cod Fillet,163,8.21,1338.23,155,8
1025,Coastal Catch,2022-05-23,Tartar Sauce,180,2.15,387.0,174,6
1025,Coastal Catch,2022-05-23,Buns,172,2.11,362.92,163,9
1025,Coastal Catch,2022-05-23,Coleslaw,135,5.32,718.2,134,1
1025,Coastal Catch,2022-05-23,Lemon,138,9.71,1339.98,137,1
1025,Coastal Catch,2022-05-30,Cod Fillet,106,6.66,705.96,102,4
1025,Coastal Catch,2022-05-30,Tartar Sauce,99,7.03,695.97,86,13
1025,Coastal Catch,2022-05-30,Buns,189,1.94,366.66,176,13
1025,Coastal Catch,2022-05-30,Coleslaw,129,2.62,337.98,119,10
1025,Coastal Catch,2022-05-30,Lemon,32,3.12,99.84,26,6
1025,Coastal Catch,2022-06-06,Cod Fillet,148,4.75,703.0,140,8
1025,Coastal Catch,2022-06-06,Tartar Sauce,51,4.4,224.4,37,14
1025,Coastal Catch,2022-06-06,Buns,170,1.9,323.0,167,3
1025,Coastal Catch,2022-06-06,Coleslaw,37,3.26,120.62,42,-5
1025,Coastal Catch,2022-06-06,Lemon,41,5.83,239.03,36,5
1025,Coastal Catch,2022-06-13,Cod Fillet,40,9.75,390.0,35,5
1025,Coastal Catch,2022-06-13,Tartar Sauce,51,7.38,376.38,38,13
1025,Coastal Catch,2022-06-13,Buns,158,9.21,1455.18,162,-4
1025,Coastal Catch,2022-06-13,Coleslaw,78,8.0,624.0,72,6
1025,Coastal Catch,2022-06-13,Lemon,125,2.97,371.25,116,9
1025,Coastal Catch,2022-06-20,Cod Fillet,60,9.73,583.8,50,10
1025,Coastal Catch,2022-06-20,Tartar Sauce,128,6.02,770.56,125,3
1025,Coastal Catch,2022-06-20,Buns,55,7.35,404.25,54,1
1025,Coastal Catch,2022-06-20,Coleslaw,52,7.71,400.92,46,6
1025,Coastal Catch,2022-06-20,Lemon,172,9.55,1642.6,167,5
1025,Coastal Catch,2022-06-27,Cod Fillet,74,5.41,400.34,75,-1
1025,Coastal Catch,2022-06-27,Tartar Sauce,140,5.81,813.4,129,11
1025,Coastal Catch,2022-06-27,Buns,29,2.09,60.61,33,-4
1025,Coastal Catch,2022-06-27,Coleslaw,130,8.02,1042.6,121,9
1025,Coastal Catch,2022-06-27,Lemon,161,4.22,679.42,160,1
1025,Coastal Catch,2022-07-04,Cod Fillet,117,2.2,257.4,113,4
1025,Coastal Catch,2022-07-04,Tartar Sauce,104,8.57,891.28,98,6
1025,Coastal Catch,2022-07-04,Buns,103,8.31,855.93,104,-1
1025,Coastal Catch,2022-07-04,Coleslaw,138,4.41,608.58,137,1
1025,Coastal Catch,2022-07-04,Lemon,172,8.14,1400.08,174,-2
1025,Coastal Catch,2022-07-11,Cod Fillet,109,5.18,564.62,100,9
1025,Coastal Catch,2022-07-11,Tartar Sauce,184,4.99,918.16,181,3
1025,Coastal Catch,2022-07-11,Buns,118,5.58,658.44,104,14
1025,Coastal Catch,2022-07-11,Coleslaw,94,6.83,642.02,96,-2
1025,Coastal Catch,2022-07-11,Lemon,31,2.08,64.48,35,-4
1025,Coastal Catch,2022-07-18,Cod Fillet,148,3.55,525.4,151,-3
1025,Coastal Catch,2022-07-18,Tartar Sauce,103,5.63,579.89,92,11
1025,Coastal Catch,2022-07-18,Buns,195,5.2,1014.0,192,3
1025,Coastal Catch,2022-07-18,Coleslaw,68,2.36,160.48,66,2
1025,Coastal Catch,2022-07-18,Lemon,142,3.62,514.04,128,14
1025,Coastal Catch,2022-07-25,Cod Fillet,57,8.0,456.0,48,9
1025,Coastal Catch,2022-07-25,Tartar Sauce,125,9.25,1156.25,119,6
1025,Coastal Catch,2022-07-25,Buns,65,3.7,240.5,60,5
1025,Coastal Catch,2022-07-25,Coleslaw,143,8.61,1231.23,129,14
1025,Coastal Catch,2022-07-25,Lemon,121,9.02,1091.42,108,13
1025,Coastal Catch,2022-08-01,Cod Fillet,169,8.31,1404.39,161,8
1025,Coastal Catch,2022-08-01,Tartar Sauce,144,4.58,659.52,130,14
1025,Coastal Catch,2022-08-01,Buns,71,7.03,499.13,76,-5
1025,Coastal Catch,2022-08-01,Coleslaw,93,9.46,879.78,87,6
1025,Coastal Catch,2022-08-01,Lemon,197,7.35,1447.95,197,0
1025,Coastal Catch,2022-08-08,Cod Fillet,118,9.41,1110.38,119,-1
1025,Coastal Catch,2022-08-08,Tartar Sauce,104,8.62,896.48,103,1
1025,Coastal Catch,2022-08-08,Buns,111,2.08,230.88,110,1
1025,Coastal Catch,2022-08-08,Coleslaw,101,5.26,531.26,93,8
1025,Coastal Catch,2022-08-08,Lemon,95,7.01,665.95,88,7
1025,Coastal Catch,2022-08-15,Cod Fillet,94,5.73,538.62,85,9
1025,Coastal Catch,2022-08-15,Tartar Sauce,186,1.65,306.9,180,6
1025,Coastal Catch,2022-08-15,Buns,42,1.94,81.48,43,-1
1025,Coastal Catch,2022-08-15,Coleslaw,80,2.19,175.2,78,2
1025,Coastal Catch,2022-08-15,Lemon,170,2.42,411.4,165,5
1025,Coastal Catch,2022-08-22,Cod Fillet,182,5.37,977.34,174,8
1025,Coastal Catch,2022-08-22,Tartar Sauce,43,5.62,241.66,32,11
1025,Coastal Catch,2022-08-22,Buns,43,2.2,94.6,29,14
1025,Coastal Catch,2022-08-22,Coleslaw,26,4.44,115.44,18,8
1025,Coastal Catch,2022-08-22,Lemon,114,3.29,375.06,116,-2
1025,Coastal Catch,2022-08-29,Cod Fillet,53,3.91,207.23,49,4
1025,Coastal Catch,2022-08-29,Tartar Sauce,40,6.21,248.4,44,-4
1025,Coastal Catch,2022-08-29,Buns,118,5.17,610.06,111,7
1025,Coastal Catch,2022-08-29,Coleslaw,136,6.8,924.8,140,-4
1025,Coastal Catch,2022-08-29,Lemon,30,5.04,151.2,28,2
1025,Coastal Catch,2022-09-05,Cod Fillet,49,8.47,415.03,50,-1
1025,Coastal Catch,2022-09-05,Tartar Sauce,141,3.62,510.42,137,4
1025,Coastal Catch,2022-09-05,Buns,52,5.37,279.24,43,9
1025,Coastal Catch,2022-09-05,Coleslaw,126,4.11,517.86,116,10
1025,Coastal Catch,2022-09-05,Lemon,115,2.65,304.75,111,4
1025,Coastal Catch,2022-09-12,Cod Fillet,69,6.49,447.81,69,0
1025,Coastal Catch,2022-09-12,Tartar Sauce,157,7.48,1174.36,156,1
1025,Coastal Catch,2022-09-12,Buns,138,1.81,249.78,134,4
1025,Coastal Catch,2022-09-12,Coleslaw,40,9.89,395.6,29,11
1025,Coastal Catch,2022-09-12,Lemon,96,5.16,495.36,89,7
1025,Coastal Catch,2022-09-19,Cod Fillet,63,6.95,437.85,66,-3
1025,Coastal Catch,2022-09-19,Tartar Sauce,23,8.96,206.08,19,4
1025,Coastal Catch,2022-09-19,Buns,45,4.5,202.5,31,14
1025,Coastal Catch,2022-09-19,Coleslaw,115,1.75,201.25,120,-5
1025,Coastal Catch,2022-09-19,Lemon,167,7.03,1174.01,171,-4
1025,Coastal Catch,2022-09-26,Cod Fillet,61,7.76,473.36,62,-1
1025,Coastal Catch,2022-09-26,Tartar Sauce,185,6.55,1211.75,182,3
1025,Coastal Catch,2022-09-26,Buns,29,5.31,153.99,15,14
1025,Coastal Catch,2022-09-26,Coleslaw,23,9.44,217.12,26,-3
1025,Coastal Catch,2022-09-26,Lemon,115,8.65,994.75,103,12
1025,Coastal Catch,2022-10-03,Cod Fillet,36,2.82,101.52,23,13
1025,Coastal Catch,2022-10-03,Tartar Sauce,165,9.95,1641.75,164,1
1025,Coastal Catch,2022-10-03,Buns,144,2.14,308.16,148,-4
1025,Coastal Catch,2022-10-03,Coleslaw,172,8.55,1470.6,173,-1
1025,Coastal Catch,2022-10-03,Lemon,81,5.61,454.41,72,9
1025,Coastal Catch,2022-10-10,Cod Fillet,63,7.84,493.92,67,-4
1025,Coastal Catch,2022-10-10,Tartar Sauce,151,5.16,779.16,153,-2
1025,Coastal Catch,2022-10-10,Buns,144,4.56,656.64,132,12
1025,Coastal Catch,2022-10-10,Coleslaw,33,3.02,99.66,38,-5
1025,Coastal Catch,2022-10-10,Lemon,180,8.77,1578.6,173,7
1025,Coastal Catch,2022-10-17,Cod Fillet,168,6.83,1147.44,160,8
1025,Coastal Catch,2022-10-17,Tartar Sauce,133,7.38,981.54,121,12
1025,Coastal Catch,2022-10-17,Buns,151,4.71,711.21,142,9
1025,Coastal Catch,2022-10-17,Coleslaw,170,1.56,265.2,156,14
1025,Coastal Catch,2022-10-17,Lemon,127,4.16,528.32,120,7
1025,Coastal Catch,2022-10-24,Cod Fillet,159,8.46,1345.14,158,1
1025,Coastal Catch,2022-10-24,Tartar Sauce,77,1.51,116.27,70,7
1025,Coastal Catch,2022-10-24,Buns,86,7.14,614.04,73,13
1025,Coastal Catch,2022-10-24,Coleslaw,133,1.9,252.7,126,7
1025,Coastal Catch,2022-10-24,Lemon,64,8.84,565.76,58,6
1025,Coastal Catch,2022-10-31,Cod Fillet,82,5.44,446.08,69,13
1025,Coastal Catch,2022-10-31,Tartar Sauce,174,3.16,549.84,172,2
1025,Coastal Catch,2022-10-31,Buns,22,6.7,147.4,17,5
1025,Coastal Catch,2022-10-31,Coleslaw,126,2.96,372.96,125,1
1025,Coastal Catch,2022-10-31,Lemon,154,8.39,1292.06,158,-4
1025,Coastal Catch,2022-11-07,Cod Fillet,188,7.23,1359.24,181,7
1025,Coastal Catch,2022-11-07,Tartar Sauce,44,6.08,267.52,32,12
1025,Coastal Catch,2022-11-07,Buns,75,5.37,402.75,69,6
1025,Coastal Catch,2022-11-07,Coleslaw,80,7.81,624.8,73,7
1025,Coastal Catch,2022-11-07,Lemon,180,5.7,1026.0,179,1
1025,Coastal Catch,2022-11-14,Cod Fillet,197,5.55,1093.35,202,-5
1025,Coastal Catch,2022-11-14,Tartar Sauce,67,5.61,375.87,53,14
1025,Coastal Catch,2022-11-14,Buns,198,9.32,1845.36,201,-3
1025,Coastal Catch,2022-11-14,Coleslaw,197,8.19,1613.43,188,9
1025,Coastal Catch,2022-11-14,Lemon,160,4.76,761.6,157,3
1025,Coastal Catch,2022-11-21,Cod Fillet,123,6.34,779.82,119,4
1025,Coastal Catch,2022-11-21,Tartar Sauce,135,1.77,238.95,128,7
1025,Coastal Catch,2022-11-21,Buns,24,3.55,85.2,15,9
1025,Coastal Catch,2022-11-21,Coleslaw,167,6.42,1072.14,166,1
1025,Coastal Catch,2022-11-21,Lemon,173,3.54,612.42,172,1
1025,Coastal Catch,2022-11-28,Cod Fillet,199,2.62,521.38,185,14
1025,Coastal Catch,2022-11-28,Tartar Sauce,45,3.78,170.1,32,13
1025,Coastal Catch,2022-11-28,Buns,195,7.5,1462.5,195,0
1025,Coastal Catch,2022-11-28,Coleslaw,40,3.87,154.8,44,-4
1025,Coastal Catch,2022-11-28,Lemon,150,4.03,604.5,145,5
1025,Coastal Catch,2022-12-05,Cod Fillet,142,4.07,577.94,128,14
1025,Coastal Catch,2022-12-05,Tartar Sauce,175,5.54,969.5,163,12
1025,Coastal Catch,2022-12-05,Buns,186,9.88,1837.68,187,-1
1025,Coastal Catch,2022-12-05,Coleslaw,21,7.03,147.63,10,11
1025,Coastal Catch,2022-12-05,Lemon,179,6.26,1120.54,166,13
1025,Coastal Catch,2022-12-12,Cod Fillet,59,9.84,580.56,59,0
1025,Coastal Catch,2022-12-12,Tartar Sauce,178,2.58,459.24,164,14
1025,Coastal Catch,2022-12-12,Buns,152,5.47,831.44,155,-3
1025,Coastal Catch,2022-12-12,Coleslaw,95,5.09,483.55,90,5
1025,Coastal Catch,2022-12-12,Lemon,24,7.66,183.84,22,2
1025,Coastal Catch,2022-12-19,Cod Fillet,192,8.81,1691.52,189,3
1025,Coastal Catch,2022-12-19,Tartar Sauce,163,3.78,616.14,154,9
1025,Coastal Catch,2022-12-19,Buns,188,3.8,714.4,193,-5
1025,Coastal Catch,2022-12-19,Coleslaw,100,2.35,235.0,87,13
1025,Coastal Catch,2022-12-19,Lemon,147,8.65,1271.55,134,13
1025,Coastal Catch,2022-12-26,Cod Fillet,187,6.64,1241.68,180,7
1025,Coastal Catch,2022-12-26,Tartar Sauce,22,6.16,135.52,16,6
1025,Coastal Catch,2022-12-26,Buns,82,2.0,164.0,75,7
1025,Coastal Catch,2022-12-26,Coleslaw,131,8.88,1163.28,120,11
1025,Coastal Catch,2022-12-26,Lemon,166,6.84,1135.44,166,0
1025,Coastal Catch,2023-01-02,Cod Fillet,155,9.61,1489.55,146,9
1025,Coastal Catch,2023-01-02,Tartar Sauce,30,3.54,106.2,30,0
1025,Coastal Catch,2023-01-02,Buns,51,8.87,452.37,48,3
1025,Coastal Catch,2023-01-02,Coleslaw,161,7.22,1162.42,147,14
1025,Coastal Catch,2023-01-02,Lemon,195,9.92,1934.4,196,-1
1025,Coastal Catch,2023-01-09,Cod Fillet,152,1.53,232.56,143,9
1025,Coastal Catch,2023-01-09,Tartar Sauce,198,4.75,940.5,189,9
1025,Coastal Catch,2023-01-09,Buns,168,4.87,818.16,167,1
1025,Coastal Catch,2023-01-09,Coleslaw,187,7.47,1396.89,177,10
1025,Coastal Catch,2023-01-09,Lemon,75,2.51,188.25,66,9
1025,Coastal Catch,2023-01-16,Cod Fillet,102,6.99,712.98,100,2
1025,Coastal Catch,2023-01-16,Tartar Sauce,139,7.88,1095.32,127,12
1025,Coastal Catch,2023-01-16,Buns,27,8.65,233.55,28,-1
1025,Coastal Catch,2023-01-16,Coleslaw,169,6.42,1084.98,156,13
1025,Coastal Catch,2023-01-16,Lemon,185,3.74,691.9,174,11
1025,Coastal Catch,2023-01-23,Cod Fillet,47,5.59,262.73,42,5
1025,Coastal Catch,2023-01-23,Tartar Sauce,197,7.44,1465.68,200,-3
1025,Coastal Catch,2023-01-23,Buns,152,1.68,255.36,139,13
1025,Coastal Catch,2023-01-23,Coleslaw,55,2.84,156.2,53,2
1025,Coastal Catch,2023-01-23,Lemon,52,3.11,161.72,45,7
1025,Coastal Catch,2023-01-30,Cod Fillet,106,4.09,433.54,111,-5
1025,Coastal Catch,2023-01-30,Tartar Sauce,66,4.7,310.2,57,9
1025,Coastal Catch,2023-01-30,Buns,122,9.87,1204.14,115,7
1025,Coastal Catch,2023-01-30,Coleslaw,123,9.5,1168.5,128,-5
1025,Coastal Catch,2023-01-30,Lemon,181,8.63,1562.03,169,12
1025,Coastal Catch,2023-02-06,Cod Fillet,60,2.88,172.8,52,8
1025,Coastal Catch,2023-02-06,Tartar Sauce,63,8.28,521.64,49,14
1025,Coastal Catch,2023-02-06,Buns,107,8.4,898.8,97,10
1025,Coastal Catch,2023-02-06,Coleslaw,161,3.31,532.91,156,5
1025,Coastal Catch,2023-02-06,Lemon,76,1.69,128.44,72,4
1025,Coastal Catch,2023-02-13,Cod Fillet,169,9.11,1539.59,165,4
1025,Coastal Catch,2023-02-13,Tartar Sauce,29,7.88,228.52,23,6
1025,Coastal Catch,2023-02-13,Buns,76,7.94,603.44,79,-3
1025,Coastal Catch,2023-02-13,Coleslaw,135,4.26,575.1,132,3
1025,Coastal Catch,2023-02-13,Lemon,151,1.7,256.7,147,4
1025,Coastal Catch,2023-02-20,Cod Fillet,45,5.61,252.45,34,11
1025,Coastal Catch,2023-02-20,Tartar Sauce,52,1.63,84.76,49,3
1025,Coastal Catch,2023-02-20,Buns,165,2.1,346.5,157,8
1025,Coastal Catch,2023-02-20,Coleslaw,116,5.09,590.44,114,2
1025,Coastal Catch,2023-02-20,Lemon,159,7.65,1216.35,145,14
1025,Coastal Catch,2023-02-27,Cod Fillet,56,6.3,352.8,48,8
1025,Coastal Catch,2023-02-27,Tartar Sauce,171,4.52,772.92,158,13
1025,Coastal Catch,2023-02-27,Buns,76,3.79,288.04,64,12
1025,Coastal Catch,2023-02-27,Coleslaw,180,4.62,831.6,166,14
1025,Coastal Catch,2023-02-27,Lemon,57,5.69,324.33,45,12
1025,Coastal Catch,2023-03-06,Cod Fillet,38,2.17,82.46,25,13
1025,Coastal Catch,2023-03-06,Tartar Sauce,49,8.89,435.61,53,-4
1025,Coastal Catch,2023-03-06,Buns,159,2.1,333.9,156,3
1025,Coastal Catch,2023-03-06,Coleslaw,22,1.92,42.24,27,-5
1025,Coastal Catch,2023-03-06,Lemon,24,8.23,197.52,16,8
1025,Coastal Catch,2023-03-13,Cod Fillet,121,2.2,266.2,113,8
1025,Coastal Catch,2023-03-13,Tartar Sauce,176,6.29,1107.04,174,2
1025,Coastal Catch,2023-03-13,Buns,92,7.93,729.56,86,6
1025,Coastal Catch,2023-03-13,Coleslaw,46,4.17,191.82,43,3
1025,Coastal Catch,2023-03-13,Lemon,179,3.23,578.17,169,10
1025,Coastal Catch,2023-03-20,Cod Fillet,196,6.76,1324.96,192,4
1025,Coastal Catch,2023-03-20,Tartar Sauce,31,6.57,203.67,17,14
1025,Coastal Catch,2023-03-20,Buns,134,5.66,758.44,123,11
1025,Coastal Catch,2023-03-20,Coleslaw,49,9.12,446.88,50,-1
1025,Coastal Catch,2023-03-20,Lemon,179,1.68,300.72,183,-4
1025,Coastal Catch,2023-03-27,Cod Fillet,68,8.74,594.32,69,-1
1025,Coastal Catch,2023-03-27,Tartar Sauce,193,7.72,1489.96,192,1
1025,Coastal Catch,2023-03-27,Buns,36,3.72,133.92,33,3
1025,Coastal Catch,2023-03-27,Coleslaw,166,9.19,1525.54,157,9
1025,Coastal Catch,2023-03-27,Lemon,188,4.36,819.68,188,0
1025,Coastal Catch,2023-04-03,Cod Fillet,22,5.52,121.44,12,10
1025,Coastal Catch,2023-04-03,Tartar Sauce,158,9.13,1442.54,159,-1
1025,Coastal Catch,2023-04-03,Buns,89,5.62,500.18,81,8
1025,Coastal Catch,2023-04-03,Coleslaw,43,8.5,365.5,42,1
1025,Coastal Catch,2023-04-03,Lemon,127,4.91,623.57,127,0
1025,Coastal Catch,2023-04-10,Cod Fillet,67,2.29,153.43,55,12
1025,Coastal Catch,2023-04-10,Tartar Sauce,44,5.35,235.4,30,14
1025,Coastal Catch,2023-04-10,Buns,132,5.4,712.8,133,-1
1025,Coastal Catch,2023-04-10,Coleslaw,28,9.32,260.96,19,9
1025,Coastal Catch,2023-04-10,Lemon,137,5.04,690.48,140,-3
1025,Coastal Catch,2023-04-17,Cod Fillet,104,9.48,985.92,106,-2
1025,Coastal Catch,2023-04-17,Tartar Sauce,134,8.17,1094.78,130,4
1025,Coastal Catch,2023-04-17,Buns,187,2.32,433.84,192,-5
1025,Coastal Catch,2023-04-17,Coleslaw,151,1.98,298.98,141,10
1025,Coastal Catch,2023-04-17,Lemon,180,9.97,1794.6,175,5
1025,Coastal Catch,2023-04-24,Cod Fillet,193,5.15,993.95,185,8
1025,Coastal Catch,2023-04-24,Tartar Sauce,49,7.88,386.12,44,5
1025,Coastal Catch,2023-04-24,Buns,124,7.08,877.92,120,4
1025,Coastal Catch,2023-04-24,Coleslaw,79,2.67,210.93,76,3
1025,Coastal Catch,2023-04-24,Lemon,196,2.04,399.84,198,-2
1025,Coastal Catch,2023-05-01,Cod Fillet,152,7.67,1165.84,155,-3
1025,Coastal Catch,2023-05-01,Tartar Sauce,89,7.97,709.33,86,3
1025,Coastal Catch,2023-05-01,Buns,39,6.26,244.14,35,4
1025,Coastal Catch,2023-05-01,Coleslaw,81,7.5,607.5,67,14
1025,Coastal Catch,2023-05-01,Lemon,125,7.84,980.0,113,12
1025,Coastal Catch,2023-05-08,Cod Fillet,191,9.36,1787.76,186,5
1025,Coastal Catch,2023-05-08,Tartar Sauce,77,5.71,439.67,63,14
1025,Coastal Catch,2023-05-08,Buns,121,2.79,337.59,122,-1
1025,Coastal Catch,2023-05-08,Coleslaw,52,6.41,333.32,44,8
1025,Coastal Catch,2023-05-08,Lemon,181,1.8,325.8,174,7
1025,Coastal Catch,2023-05-15,Cod Fillet,124,7.0,868.0,120,4
1025,Coastal Catch,2023-05-15,Tartar Sauce,57,3.95,225.15,43,14
1025,Coastal Catch,2023-05-15,Buns,168,9.01,1513.68,159,9
1025,Coastal Catch,2023-05-15,Coleslaw,103,7.47,769.41,91,12
1025,Coastal Catch,2023-05-15,Lemon,135,4.66,629.1,121,14
1025,Coastal Catch,2023-05-22,Cod Fillet,23,5.92,136.16,28,-5
1025,Coastal Catch,2023-05-22,Tartar Sauce,28,8.86,248.08,14,14
1025,Coastal Catch,2023-05-22,Buns,33,4.53,149.49,29,4
1025,Coastal Catch,2023-05-22,Coleslaw,191,4.7,897.7,181,10
1025,Coastal Catch,2023-05-22,Lemon,151,4.06,613.06,141,10
1025,Coastal Catch,2023-05-29,Cod Fillet,127,2.57,326.39,123,4
1025,Coastal Catch,2023-05-29,Tartar Sauce,192,2.69,516.48,180,12
1025,Coastal Catch,2023-05-29,Buns,154,8.29,1276.66,153,1
1025,Coastal Catch,2023-05-29,Coleslaw,115,6.59,757.85,111,4
1025,Coastal Catch,2023-05-29,Lemon,170,4.09,695.3,170,0
1025,Coastal Catch,2023-06-05,Cod Fillet,41,6.45,264.45,33,8
1025,Coastal Catch,2023-06-05,Tartar Sauce,45,1.6,72.0,45,0
1025,Coastal Catch,2023-06-05,Buns,58,3.7,214.6,50,8
1025,Coastal Catch,2023-06-05,Coleslaw,39,5.85,228.15,36,3
1025,Coastal Catch,2023-06-05,Lemon,81,3.35,271.35,74,7
1025,Coastal Catch,2023-06-12,Cod Fillet,75,1.52,114.0,79,-4
1025,Coastal Catch,2023-06-12,Tartar Sauce,127,7.47,948.69,114,13
1025,Coastal Catch,2023-06-12,Buns,122,4.1,500.2,116,6
1025,Coastal Catch,2023-06-12,Coleslaw,147,9.48,1393.56,144,3
1025,Coastal Catch,2023-06-12,Lemon,23,7.93,182.39,13,10
1025,Coastal Catch,2023-06-19,Cod Fillet,103,6.53,672.59,100,3
1025,Coastal Catch,2023-06-19,Tartar Sauce,197,7.75,1526.75,202,-5
1025,Coastal Catch,2023-06-19,Buns,62,7.22,447.64,62,0
1025,Coastal Catch,2023-06-19,Coleslaw,77,6.11,470.47,76,1
1025,Coastal Catch,2023-06-19,Lemon,37,2.44,90.28,30,7
1025,Coastal Catch,2023-06-26,Cod Fillet,129,2.99,385.71,126,3
1025,Coastal Catch,2023-06-26,Tartar Sauce,178,2.79,496.62,179,-1
1025,Coastal Catch,2023-06-26,Buns,160,4.6,736.0,147,13
1025,Coastal Catch,2023-06-26,Coleslaw,69,4.14,285.66,61,8
1025,Coastal Catch,2023-06-26,Lemon,53,2.66,140.98,41,12
1025,Coastal Catch,2023-07-03,Cod Fillet,48,6.53,313.44,34,14
1025,Coastal Catch,2023-07-03,Tartar Sauce,20,2.55,51.0,9,11
1025,Coastal Catch,2023-07-03,Buns,43,9.47,407.21,46,-3
1025,Coastal Catch,2023-07-03,Coleslaw,92,8.87,816.04,87,5
1025,Coastal Catch,2023-07-03,Lemon,69,2.58,178.02,58,11
1025,Coastal Catch,2023-07-10,Cod Fillet,58,2.23,129.34,44,14
1025,Coastal Catch,2023-07-10,Tartar Sauce,93,2.08,193.44,95,-2
1025,Coastal Catch,2023-07-10,Buns,79,6.66,526.14,78,1
1025,Coastal Catch,2023-07-10,Coleslaw,67,3.39,227.13,71,-4
1025,Coastal Catch,2023-07-10,Lemon,69,6.52,449.88,58,11
1025,Coastal Catch,2023-07-17,Cod Fillet,88,2.42,212.96,84,4
1025,Coastal Catch,2023-07-17,Tartar Sauce,94,7.86,738.84,96,-2
1025,Coastal Catch,2023-07-17,Buns,144,9.51,1369.44,142,2
1025,Coastal Catch,2023-07-17,Coleslaw,61,5.36,326.96,59,2
1025,Coastal Catch,2023-07-17,Lemon,154,8.86,1364.44,150,4
1025,Coastal Catch,2023-07-24,Cod Fillet,188,2.16,406.08,192,-4
1025,Coastal Catch,2023-07-24,Tartar Sauce,150,5.37,805.5,151,-1
1025,Coastal Catch,2023-07-24,Buns,152,6.64,1009.28,142,10
1025,Coastal Catch,2023-07-24,Coleslaw,66,7.08,467.28,61,5
1025,Coastal Catch,2023-07-24,Lemon,161,2.16,347.76,163,-2
1025,Coastal Catch,2023-07-31,Cod Fillet,97,1.82,176.54,85,12
1025,Coastal Catch,2023-07-31,Tartar Sauce,183,8.9,1628.7,188,-5
1025,Coastal Catch,2023-07-31,Buns,118,4.57,539.26,108,10
1025,Coastal Catch,2023-07-31,Coleslaw,68,6.63,450.84,58,10
1025,Coastal Catch,2023-07-31,Lemon,46,9.78,449.88,44,2
1025,Coastal Catch,2023-08-07,Cod Fillet,151,3.52,531.52,143,8
1025,Coastal Catch,2023-08-07,Tartar Sauce,50,6.56,328.0,37,13
1025,Coastal Catch,2023-08-07,Buns,125,8.79,1098.75,121,4
